case_id,timestamp,activity,costs
2733,2021-07-28 00:35:33,Place battery cell in safety box,1
2734,2021-07-26 22:54:00,Battery cell completely discharged,1
2734,2021-07-27 23:23:44,Check battery cell for damage,1
2734,2021-07-28 02:30:20,Open battery cell,1
2734,2021-07-28 08:29:51,Collect electrolyte separately,1
2734,2021-07-28 14:23:49,Clean electrodes,1
2734,2021-07-28 20:52:36,Clean electrodes,1
2734,2021-07-29 04:58:43,Shred electrodes,1
2734,2021-07-29 07:58:09,Melt down solid materials,1
2734,2021-07-29 23:56:11,Collect recyclable materials,1
2734,2021-07-30 03:54:14,Dispose of non-reusable materials,1
2735,2021-07-26 23:32:00,Battery cell completely discharged,1
2735,2021-07-27 23:20:40,Check battery cell for damage,1
2735,2021-07-28 02:08:24,Open battery cell,1
2735,2021-07-28 08:14:15,Collect electrolyte separately,1
2735,2021-07-28 14:16:16,Clean electrodes,1
2735,2021-07-28 22:43:06,Shred electrodes,1
2735,2021-07-29 01:47:24,Melt down solid materials,1
2735,2021-07-29 17:47:12,Collect recyclable materials,1
2735,2021-07-29 21:49:19,Dispose of non-reusable materials,1
2736,2021-07-27 01:39:00,Battery cell completely discharged,1
2736,2021-07-28 01:44:48,Check battery cell for damage,1
2736,2021-07-28 04:59:54,Open battery cell,1
2736,2021-07-28 11:14:00,Collect electrolyte separately,1
2736,2021-07-28 17:15:13,Clean electrodes,1
2736,2021-07-28 23:43:07,Clean electrodes,1
2736,2021-07-29 07:42:22,Shred electrodes,1
2736,2021-07-29 10:42:12,Melt down solid materials,1
2736,2021-07-30 02:43:50,Collect recyclable materials,1
2736,2021-07-30 06:39:58,Dispose of non-reusable materials,1
2737,2021-07-27 08:03:00,Battery cell completely discharged,1
2737,2021-07-28 07:47:10,Check battery cell for damage,1
2737,2021-07-28 10:18:13,Open battery cell,1
2737,2021-07-28 16:29:07,Collect electrolyte separately,1
2737,2021-07-28 22:29:43,Clean electrodes,1
2737,2021-07-29 06:09:48,Shred electrodes,1
2737,2021-07-29 09:09:44,Melt down solid materials,1
2737,2021-07-30 01:06:52,Collect recyclable materials,1
2737,2021-07-30 05:01:30,Dispose of non-reusable materials,1
2738,2021-07-27 15:44:00,Battery cell completely discharged,1
2738,2021-07-28 16:41:58,Check battery cell for damage,1
2738,2021-07-28 19:47:15,Open battery cell,1
2738,2021-07-29 01:53:54,Collect electrolyte separately,1
2738,2021-07-29 07:52:43,Clean electrodes,1
2738,2021-07-29 14:19:09,Clean electrodes,1
2738,2021-07-29 20:45:34,Clean electrodes,1
2738,2021-07-30 03:11:59,Clean electrodes,1
2738,2021-07-30 09:38:24,Clean electrodes,1
2738,2021-07-30 17:34:33,Shred electrodes,1
2738,2021-07-30 20:37:01,Melt down solid materials,1
2738,2021-07-31 12:38:08,Collect recyclable materials,1
2738,2021-07-31 16:32:07,Dispose of non-reusable materials,1
2739,2021-07-27 19:41:00,Battery cell completely discharged,1
2739,2021-07-28 19:46:05,Check battery cell for damage,1
2739,2021-07-28 22:38:10,Open battery cell,1
2739,2021-07-29 04:44:21,Collect electrolyte separately,1
2739,2021-07-29 10:43:01,Clean electrodes,1
2739,2021-07-29 17:13:18,Clean electrodes,1
2739,2021-07-30 01:09:18,Shred electrodes,1
2739,2021-07-30 04:08:31,Melt down solid materials,1
2739,2021-07-30 20:13:33,Collect recyclable materials,1
2739,2021-07-31 00:16:28,Dispose of non-reusable materials,1
2740,2021-07-28 00:50:00,Battery cell completely discharged,1
2740,2021-07-29 00:48:51,Check battery cell for damage,1
2740,2021-07-29 03:49:18,Open battery cell,1
2740,2021-07-29 10:08:19,Collect electrolyte separately,1
2740,2021-07-29 16:07:31,Clean electrodes,1
2740,2021-07-29 23:52:48,Shred electrodes,1
2740,2021-07-30 02:52:20,Melt down solid materials,1
2740,2021-07-30 18:53:53,Collect recyclable materials,1
2740,2021-07-30 22:51:17,Dispose of non-reusable materials,1
2741,2021-07-28 06:11:00,Battery cell completely discharged,1
2741,2021-07-29 06:08:46,Check battery cell for damage,1
2741,2021-07-29 09:04:24,Open battery cell,1
2741,2021-07-29 14:53:34,Collect electrolyte separately,1
2741,2021-07-29 20:51:41,Clean electrodes,1
2741,2021-07-30 03:30:01,Clean electrodes,1
2741,2021-07-30 11:39:52,Shred electrodes,1
2741,2021-07-30 14:40:09,Melt down solid materials,1
2741,2021-07-31 06:37:51,Collect recyclable materials,1
2741,2021-07-31 10:39:24,Dispose of non-reusable materials,1
2742,2021-07-28 14:04:00,Battery cell completely discharged,1
2742,2021-07-29 13:44:00,Check battery cell for damage,1
2742,2021-07-29 16:36:01,Open battery cell,1
2742,2021-07-29 22:33:27,Collect electrolyte separately,1
2742,2021-07-30 04:39:54,Clean electrodes,1
2742,2021-07-30 11:11:45,Clean electrodes,1
2742,2021-07-30 19:04:34,Shred electrodes,1
2742,2021-07-30 22:03:13,Melt down solid materials,1
2742,2021-07-31 14:02:55,Collect recyclable materials,1
2742,2021-07-31 17:59:33,Dispose of non-reusable materials,1
2743,2021-07-28 21:21:00,Battery cell completely discharged,1
2743,2021-07-29 21:51:06,Check battery cell for damage,1
2743,2021-07-29 23:52:37,Check the capacity of the safety box,1
2743,2021-07-29 23:58:22,Place battery cell in safety box,1
2744,2021-07-28 22:39:00,Battery cell completely discharged,1
2744,2021-07-29 22:23:01,Check battery cell for damage,1
2744,2021-07-30 01:08:41,Open battery cell,1
2744,2021-07-30 07:29:39,Collect electrolyte separately,1
2744,2021-07-30 13:29:33,Clean electrodes,1
2744,2021-07-30 19:58:58,Clean electrodes,1
2744,2021-07-31 03:55:49,Shred electrodes,1
2744,2021-07-31 06:53:39,Melt down solid materials,1
2744,2021-07-31 22:54:45,Collect recyclable materials,1
2744,2021-08-01 02:49:24,Dispose of non-reusable materials,1
2745,2021-07-29 04:11:00,Battery cell completely discharged,1
2745,2021-07-30 04:01:15,Check battery cell for damage,1
2745,2021-07-30 06:56:52,Open battery cell,1
2745,2021-07-30 12:44:25,Collect electrolyte separately,1
2745,2021-07-30 18:47:33,Clean electrodes,1
2745,2021-07-31 01:18:28,Clean electrodes,1
2745,2021-07-31 07:49:22,Clean electrodes,1
2745,2021-07-31 15:49:22,Shred electrodes,1
2745,2021-07-31 18:46:16,Melt down solid materials,1
2745,2021-08-01 10:42:04,Collect recyclable materials,1
2745,2021-08-01 14:41:17,Dispose of non-reusable materials,1
2746,2021-07-29 08:49:00,Battery cell completely discharged,1
2746,2021-07-30 08:33:16,Check battery cell for damage,1
2746,2021-07-30 11:29:01,Open battery cell,1
2746,2021-07-30 17:32:24,Collect electrolyte separately,1
2746,2021-07-30 23:37:22,Clean electrodes,1
2746,2021-07-31 07:46:11,Shred electrodes,1
2746,2021-07-31 10:46:47,Melt down solid materials,1
2746,2021-08-01 02:46:28,Collect recyclable materials,1
2746,2021-08-01 06:38:20,Dispose of non-reusable materials,1
2747,2021-07-29 11:50:00,Battery cell completely discharged,1
2747,2021-07-30 12:16:27,Check battery cell for damage,1
2747,2021-07-30 14:16:42,Check the capacity of the safety box,1
2747,2021-07-30 14:22:43,Place battery cell in safety box,1
2748,2021-07-29 20:04:00,Battery cell completely discharged,1
2748,2021-07-30 20:39:42,Check battery cell for damage,1
2748,2021-07-30 23:44:08,Open battery cell,1
2748,2021-07-31 06:04:06,Collect electrolyte separately,1
2748,2021-07-31 12:01:45,Clean electrodes,1
2748,2021-07-31 18:24:24,Clean electrodes,1
2748,2021-08-01 02:21:40,Shred electrodes,1
2748,2021-08-01 05:26:31,Melt down solid materials,1
2748,2021-08-01 21:28:04,Collect recyclable materials,1
2748,2021-08-02 01:30:59,Dispose of non-reusable materials,1
2749,2021-07-30 02:43:00,Battery cell completely discharged,1
2749,2021-07-31 02:39:43,Check battery cell for damage,1
2749,2021-07-31 05:48:59,Open battery cell,1
2749,2021-07-31 12:01:47,Collect electrolyte separately,1
2749,2021-07-31 18:12:09,Clean electrodes,1
2749,2021-08-01 00:37:27,Clean electrodes,1
2749,2021-08-01 07:02:45,Clean electrodes,1
2749,2021-08-01 13:28:03,Clean electrodes,1
2749,2021-08-01 19:53:21,Clean electrodes,1
2749,2021-08-02 02:18:39,Clean electrodes,1
2749,2021-08-02 08:43:57,Clean electrodes,1
2749,2021-08-02 16:44:37,Shred electrodes,1
2749,2021-08-02 19:42:15,Melt down solid materials,1
2749,2021-08-03 11:42:51,Collect recyclable materials,1
2749,2021-08-03 15:44:09,Dispose of non-reusable materials,1
2750,2021-07-30 04:19:00,Battery cell completely discharged,1
2750,2021-07-31 04:28:44,Check battery cell for damage,1
2750,2021-07-31 07:28:24,Open battery cell,1
2750,2021-07-31 13:23:37,Collect electrolyte separately,1
2750,2021-07-31 19:28:00,Clean electrodes,1
2750,2021-08-01 03:23:41,Shred electrodes,1
2750,2021-08-01 06:22:22,Melt down solid materials,1
2750,2021-08-01 22:18:59,Collect recyclable materials,1
2750,2021-08-02 02:22:11,Dispose of non-reusable materials,1
2751,2021-07-30 07:04:00,Battery cell completely discharged,1
2751,2021-07-31 06:59:31,Check battery cell for damage,1
2751,2021-07-31 09:48:34,Open battery cell,1
2751,2021-07-31 15:58:48,Collect electrolyte separately,1
2751,2021-07-31 21:52:00,Clean electrodes,1
2751,2021-08-01 04:25:48,Clean electrodes,1
2751,2021-08-01 12:40:36,Shred electrodes,1
2751,2021-08-01 15:37:28,Melt down solid materials,1
2751,2021-08-02 07:39:58,Collect recyclable materials,1
2751,2021-08-02 11:41:40,Dispose of non-reusable materials,1
2752,2021-07-30 15:37:00,Battery cell completely discharged,1
2752,2021-07-31 15:17:15,Check battery cell for damage,1
2752,2021-07-31 18:17:45,Open battery cell,1
2752,2021-08-01 00:32:50,Collect electrolyte separately,1
2752,2021-08-01 06:34:52,Clean electrodes,1
2752,2021-08-01 13:06:42,Clean electrodes,1
2752,2021-08-01 21:25:49,Shred electrodes,1
2752,2021-08-02 00:19:48,Melt down solid materials,1
2753,2021-07-30 18:09:00,Battery cell completely discharged,1
2753,2021-07-31 18:36:46,Check battery cell for damage,1
2753,2021-07-31 21:41:31,Open battery cell,1
2753,2021-08-01 03:59:41,Collect electrolyte separately,1
2753,2021-08-01 10:02:57,Clean electrodes,1
2753,2021-08-01 16:32:31,Clean electrodes,1
2753,2021-08-02 00:26:22,Shred electrodes,1
2753,2021-08-02 03:28:39,Melt down solid materials,1
2753,2021-08-02 19:30:35,Collect recyclable materials,1
2753,2021-08-02 23:29:00,Dispose of non-reusable materials,1
2754,2021-07-31 03:45:00,Battery cell completely discharged,1
2754,2021-08-01 03:49:21,Check battery cell for damage,1
2754,2021-08-01 06:49:16,Open battery cell,1
2754,2021-08-01 13:03:02,Collect electrolyte separately,1
2754,2021-08-01 19:09:18,Clean electrodes,1
2754,2021-08-02 01:42:21,Clean electrodes,1
2754,2021-08-02 08:15:25,Clean electrodes,1
2754,2021-08-02 16:06:55,Shred electrodes,1
2754,2021-08-02 19:07:06,Melt down solid materials,1
2754,2021-08-03 11:09:16,Collect recyclable materials,1
2754,2021-08-03 15:07:47,Dispose of non-reusable materials,1
2755,2021-07-31 08:23:00,Battery cell completely discharged,1
2755,2021-08-01 08:52:58,Check battery cell for damage,1
2755,2021-08-01 11:58:10,Open battery cell,1
2755,2021-08-01 17:56:01,Collect electrolyte separately,1
2755,2021-08-01 23:50:48,Clean electrodes,1
2755,2021-08-02 08:07:12,Shred electrodes,1
2755,2021-08-02 11:09:36,Melt down solid materials,1
2755,2021-08-03 03:10:40,Collect recyclable materials,1
2755,2021-08-03 07:13:16,Dispose of non-reusable materials,1
2756,2021-07-31 15:48:00,Battery cell completely discharged,1
2756,2021-08-01 16:32:48,Check battery cell for damage,1
2756,2021-08-01 19:28:54,Open battery cell,1
2756,2021-08-02 01:40:45,Collect electrolyte separately,1
2756,2021-08-02 07:45:18,Clean electrodes,1
2756,2021-08-02 15:44:54,Shred electrodes,1
2756,2021-08-02 18:44:39,Melt down solid materials,1
2756,2021-08-03 10:46:06,Collect recyclable materials,1
2756,2021-08-03 14:46:10,Dispose of non-reusable materials,1
2757,2021-07-31 17:59:00,Battery cell completely discharged,1
2757,2021-08-01 17:52:23,Check battery cell for damage,1
2757,2021-08-01 20:55:34,Open battery cell,1
2757,2021-08-02 03:13:51,Collect electrolyte separately,1
2757,2021-08-02 09:18:32,Clean electrodes,1
2757,2021-08-02 15:51:10,Clean electrodes,1
2757,2021-08-02 22:23:48,Clean electrodes,1
2757,2021-08-03 04:56:25,Clean electrodes,1
2757,2021-08-03 11:29:03,Clean electrodes,1
2757,2021-08-03 19:26:26,Shred electrodes,1
2757,2021-08-03 22:23:07,Melt down solid materials,1
2757,2021-08-04 14:24:37,Collect recyclable materials,1
2757,2021-08-04 18:23:07,Dispose of non-reusable materials,1
2758,2021-07-31 19:50:00,Battery cell completely discharged,1
2758,2021-08-01 20:15:55,Check battery cell for damage,1
2758,2021-08-01 23:14:33,Open battery cell,1
2758,2021-08-02 05:20:51,Collect electrolyte separately,1
2758,2021-08-02 11:17:54,Clean electrodes,1
2758,2021-08-02 19:18:47,Shred electrodes,1
2758,2021-08-02 22:21:49,Melt down solid materials,1
2758,2021-08-03 14:21:20,Collect recyclable materials,1
2758,2021-08-03 18:22:38,Dispose of non-reusable materials,1
2759,2021-08-01 00:02:00,Battery cell completely discharged,1
2759,2021-08-02 00:33:17,Check battery cell for damage,1
2759,2021-08-02 02:34:27,Check the capacity of the safety box,1
2759,2021-08-02 02:40:48,Place battery cell in safety box,1
2760,2021-08-01 05:03:00,Battery cell completely discharged,1
2760,2021-08-02 04:53:12,Check battery cell for damage,1
2760,2021-08-02 07:49:32,Open battery cell,1
2760,2021-08-02 13:49:47,Collect electrolyte separately,1
2760,2021-08-02 19:56:35,Clean electrodes,1
2760,2021-08-03 02:29:48,Clean electrodes,1
2760,2021-08-03 10:44:34,Shred electrodes,1
2760,2021-08-03 13:46:10,Melt down solid materials,1
2760,2021-08-04 05:44:39,Collect recyclable materials,1
2760,2021-08-04 09:45:22,Dispose of non-reusable materials,1
2761,2021-08-01 12:40:00,Battery cell completely discharged,1
2761,2021-08-02 12:40:22,Check battery cell for damage,1
2761,2021-08-02 14:50:30,Check the capacity of the safety box,1
2761,2021-08-02 14:56:34,Place battery cell in safety box,1
2762,2021-08-01 17:53:00,Battery cell completely discharged,1
2762,2021-08-02 18:13:54,Check battery cell for damage,1
2762,2021-08-02 21:01:04,Open battery cell,1
2762,2021-08-03 03:07:06,Collect electrolyte separately,1
2762,2021-08-03 09:05:35,Clean electrodes,1
2762,2021-08-03 15:41:42,Clean electrodes,1
2762,2021-08-03 22:17:48,Clean electrodes,1
2762,2021-08-04 04:53:55,Clean electrodes,1
2762,2021-08-04 13:00:31,Shred electrodes,1
2762,2021-08-04 16:04:25,Melt down solid materials,1
2762,2021-08-05 08:03:36,Collect recyclable materials,1
2762,2021-08-05 12:00:40,Dispose of non-reusable materials,1
2763,2021-08-01 19:36:00,Battery cell completely discharged,1
2763,2021-08-02 19:10:49,Check battery cell for damage,1
2763,2021-08-02 22:07:33,Open battery cell,1
2763,2021-08-03 04:00:45,Collect electrolyte separately,1
2763,2021-08-03 10:06:41,Clean electrodes,1
2763,2021-08-03 18:15:35,Shred electrodes,1
2763,2021-08-03 21:17:45,Melt down solid materials,1
2763,2021-08-04 13:18:03,Collect recyclable materials,1
2763,2021-08-04 17:16:34,Dispose of non-reusable materials,1
2764,2021-08-01 21:06:00,Battery cell completely discharged,1
2764,2021-08-02 21:03:52,Check battery cell for damage,1
2764,2021-08-03 00:07:41,Open battery cell,1
2764,2021-08-03 06:14:12,Collect electrolyte separately,1
2764,2021-08-03 12:13:58,Clean electrodes,1
2764,2021-08-03 20:17:05,Shred electrodes,1
2764,2021-08-03 23:16:55,Melt down solid materials,1
2764,2021-08-04 15:14:48,Collect recyclable materials,1
2764,2021-08-04 19:17:01,Dispose of non-reusable materials,1
2765,2021-08-01 21:23:00,Battery cell completely discharged,1
2765,2021-08-02 20:51:54,Check battery cell for damage,1
2765,2021-08-03 00:00:12,Open battery cell,1
2765,2021-08-03 06:11:22,Collect electrolyte separately,1
2765,2021-08-03 12:12:56,Clean electrodes,1
2765,2021-08-03 20:23:22,Shred electrodes,1
2765,2021-08-03 23:19:57,Melt down solid materials,1
2765,2021-08-04 15:19:00,Collect recyclable materials,1
2765,2021-08-04 19:26:03,Dispose of non-reusable materials,1
2766,2021-08-02 00:08:00,Battery cell completely discharged,1
2766,2021-08-03 00:24:10,Check battery cell for damage,1
2766,2021-08-03 03:32:32,Open battery cell,1
2766,2021-08-03 09:43:01,Collect electrolyte separately,1
2766,2021-08-03 15:45:01,Clean electrodes,1
2766,2021-08-03 23:57:41,Shred electrodes,1
2766,2021-08-04 02:58:45,Melt down solid materials,1
2766,2021-08-04 19:01:12,Collect recyclable materials,1
2766,2021-08-04 22:58:24,Dispose of non-reusable materials,1
2767,2021-08-02 02:03:00,Battery cell completely discharged,1
2767,2021-08-03 02:42:09,Check battery cell for damage,1
2767,2021-08-03 05:38:23,Open battery cell,1
2767,2021-08-03 11:42:51,Collect electrolyte separately,1
2767,2021-08-03 17:35:49,Clean electrodes,1
2767,2021-08-04 01:33:16,Shred electrodes,1
2767,2021-08-04 04:36:16,Melt down solid materials,1
2767,2021-08-04 20:35:55,Collect recyclable materials,1
2767,2021-08-05 00:37:54,Dispose of non-reusable materials,1
2768,2021-08-02 10:31:00,Battery cell completely discharged,1
2768,2021-08-03 10:38:28,Check battery cell for damage,1
2768,2021-08-03 13:48:39,Open battery cell,1
2768,2021-08-03 19:57:19,Collect electrolyte separately,1
2768,2021-08-04 01:54:05,Clean electrodes,1
2768,2021-08-04 08:18:50,Clean electrodes,1
2768,2021-08-04 16:17:15,Shred electrodes,1
2768,2021-08-04 19:16:45,Melt down solid materials,1
